brand,year,model,genes
APPLE,2008,APPLE IPHONE 3G,1740|1624|4932|1630|1617|5281|544|3662|3699|1560|1967|5514|30|427|1547|1544|7914|1353|1232|1554|5352|14|1579|5282|5084|8195|1354|1571|6396|56|1529|7727|1574|9308|4951
APPLE,2009,APPLE IPHONE 3GS,4161|1740|1624|4932|640|1630|5281|544|1585|9055|1560|1967|4500|3721|9298|5514|10114|30|8556|1544|7914|5283|714|1353|1572|1554|14|1579|5282|8195|7628|306|1354|1571|3577|6396|56|7556|7963|8944|5139|1529|7727|383|1574
APPLE,2010,APPLE IPHONE,1740|1624|4932|1630|1617|5281|544|1585|9055|7124|1560|1967|427|1547|8556|1544|7914|2187|1572|1232|1554|1579|5282|5084|1609|8195|7628|1571|56|7963|1529|246|7727|1574|9308|4951|5402
APPLE,2010,APPLE IPHONE 3G,1740|1624|4932|1630|1617|5281|544|3662|3699|1560|1967|5514|30|427|1342|1547|1544|7914|244|1353|1572|1232|1554|5352|14|1579|5282|5084|8195|1354|1571|6396|56|1343|1529|7727|1574|9308|4951
APPLE,2010,APPLE IPHONE 3GS,4161|1740|1624|4932|640|1630|5281|544|1585|3662|3699|9055|1560|1967|4500|5095|3721|9298|5514|10114|30|1342|8556|1544|7914|5283|714|1353|1572|1238|1232|1554|5352|14|1579|5282|8195|7628|306|1354|1571|3577|6396|56|7556|7963|8944|1343|5139|1529|7727|383|1574
APPLE,2010,APPLE IPHONE 4,599|1740|7496|3475|3509|4932|4063|7623|1630|1617|3662|9055|1560|1905|3765|30|4056|1547|8556|1544|813|4037|7914|5283|864|1908|8302|1353|3827|8402|1232|694|4173|1554|5352|14|7424|1579|8195|7628|1354|5039|809|1571|9029|56|7556|7963|8944|9717|9435|1529|125|7727|4102|1574
APPLE,2011,APPLE IPHONE 4,599|1740|1624|7496|3475|3509|4932|4063|7623|1630|1617|3662|9055|1560|1905|3765|30|4056|1547|8556|1544|813|4037|7914|5283|864|1908|8302|3827|1572|8402|1232|694|4173|1554|7424|1579|9107|8195|7628|5039|809|1571|9029|7556|7963|8944|9435|1529|125|7727|4102|1574
APPLE,2011,APPLE IPHONE 4S,599|1740|4513|2957|4627|1624|3475|3509|2147|4932|13951|4063|2154|1630|1617|5281|1585|2740|3662|7647|7119|1124|9055|1560|1967|4500|1905|4747|3765|30|1035|1342|1144|4056|1547|8556|1270|1544|4037|7914|5283|864|915|1908|1216|682|3827|1572|1232|4173|1554|33|5352|614|1579|9107|5282|370|790|7628|4921|809|1075|1225|4547|1571|7556|7963|8944|1088|9717|1343|9435|4530|1193|1529|7727|4102|1219|1574|5120|2737
APPLE,2012,APPLE IPHONE 4S,599|1740|42|4513|2957|4627|1624|3475|3509|2147|4932|13951|4063|2154|57|1630|1617|5281|1585|2740|6709|3662|7647|7119|1124|9055|1560|1967|4500|1905|4747|5514|3765|30|1035|1342|1144|4056|1547|8556|1270|1544|4037|1064|7914|5283|864|915|1908|1216|682|3827|1572|1232|4173|2376|1554|5352|14|614|1579|9107|5282|370|790|10|7628|2375|1067|4921|809|1075|1225|4547|1571|6396|56|7556|7963|8944|1088|9717|1343|9435|4530|1193|1529|7727|4102|1219|19|1574|5120|1349|2737
APPLE,2012,APPLE IPHONE 5,599|515|1642|1740|804|4513|9120|4627|1624|3475|3509|6359|2147|4932|13951|4063|9851|2154|1630|1617|1585|2740|3662|7119|1124|9055|1560|9130|4500|1905|5514|3012|3765|30|1125|1342|1144|4056|1547|8556|5710|1270|1544|4037|7914|865|5283|864|915|1908|1297|1216|3827|1572|1232|4173|6353|1040|2376|1554|5352|2347|1579|9107|790|7628|2375|2254|4921|809|1225|6233|4547|1571|6396|7556|5284|7963|8944|1088|1343|4530|1193|5714|1529|125|7727|4102|1219|5120|1349|9340|7961|2737
APPLE,2013,APPLE IPHONE 5,599|515|1642|1740|804|42|4513|9120|4627|1624|3475|1619|3509|2147|4932|13951|4063|9851|2154|57|64|1630|1617|1585|2740|1573|3662|7119|1124|9055|1560|9130|4500|1905|3012|3765|30|1125|1342|1144|4056|1547|8556|1270|1544|4037|7914|865|5283|864|915|1908|1297|1216|3827|1572|1232|4173|1040|2376|1554|33|2347|1579|9107|790|7628|2375|2254|4921|809|1225|4547|1571|56|7556|5284|7963|8944|1088|1343|4530|1193|41|1529|125|7727|4102|1219|19|5120|1349|9340|7961|2737
APPLE,2013,APPLE IPHONE 5C,599|515|1740|5507|42|6397|4627|1624|3475|3509|1196|2147|4932|4063|2154|57|9991|1630|1617|1585|2740|3662|7119|1124|9055|1252|1560|1967|4500|1905|4747|3765|30|1125|1342|1144|4056|1547|8556|1270|1544|4037|7914|5283|6552|1908|1297|1216|3827|1572|1232|4173|1040|6118|2376|1554|5352|2347|14|1579|9107|6205|8195|1087|7628|2375|2254|4921|1225|3029|4547|1571|56|7556|5284|1975|7963|8944|1088|1343|4530|1193|1529|7727|4102|6503|1959|1219|1574|5120|1349|9340|7961|2737
APPLE,2013,APPLE IPHONE 5S,599|1740|42|4513|4627|415|1624|3475|4512|3509|1196|2147|4932|13951|4063|9851|2154|57|11988|1630|1617|234|1585|2740|3662|7119|1124|9055|1252|1560|1967|4500|13852|1905|4747|2330|3765|30|1125|1342|1144|4056|1547|8556|1270|1544|4037|1064|5283|13886|864|1908|1297|1216|3827|12889|1572|1232|4173|893|1040|2376|1554|6796|2347|14|7424|1579|9107|790|8195|1087|7628|2375|1067|2254|4921|2844|809|1225|4547|1571|56|5284|1975|7963|1088|8741|1343|4530|1193|1529|7727|4102|2295|1959|1219|5120|1349|9340|5402|7961|2737
APPLE,2014,APPLE IPHONE 6,599|94|12317|7300|1740|42|10312|4627|7341|3475|7725|4512|3509|6359|1196|2147|4932|1171|13951|4063|87|2154|57|11988|640|1323|1630|54|1617|8503|1585|2740|3662|7119|1124|9055|1252|13935|1560|1967|4500|9960|10512|1905|4747|2330|3765|30|2913|4564|1125|1342|1144|4056|1547|8556|1270|1544|4037|5283|864|67|1908|1297|1216|1062|3827|12889|1572|13860|1232|783|4173|1040|2376|1554|7417|7155|7096|6796|2347|14|7424|1579|790|10521|1087|7628|2375|1067|10759|2254|13821|4921|809|1225|4547|55|1571|56|5284|1975|7963|1088|1343|7790|4530|1193|1529|791|4102|2295|1959|1219|19|1574|10395|5120|8110|8889|10604|1349|9340|5402|2737
APPLE,2014,APPLE IPHONE 6 PLUS,599|94|12317|7300|1740|42|2829|10312|4627|7341|7725|4512|8148|6359|1196|2147|4932|1171|13951|87|2154|57|11988|640|1323|1630|54|1617|8503|1585|2740|3662|7119|1124|9055|1252|13935|1560|1967|4500|10512|1905|4747|2330|30|4564|1125|1342|1144|1547|8556|1270|1544|5283|12828|864|67|1908|1297|13500|1216|11952|1062|12889|1572|13860|1232|783|9368|4173|13576|1040|2376|1554|7417|7155|7096|13678|6796|2347|14|7424|1579|790|10521|1087|7628|2375|1067|10759|2254|13821|4921|809|1225|4547|55|1571|56|5284|1975|7963|1088|1343|7790|4530|1193|1529|791|2295|1959|1219|19|1574|10395|5120|8110|8889|1349|5402|2737
APPLE,2015,APPLE IPHONE 6S,599|94|12317|7533|7300|1740|42|4627|4512|13295|6359|1196|2147|5229|2297|4932|8923|1171|11817|13951|87|2154|57|1323|1630|54|1617|1585|2740|8051|2893|1124|482|9055|1252|13935|7602|1560|1967|4500|1905|5797|4747|30|4564|1125|261|1342|1144|1547|8556|1270|1544|7398|5283|784|5515|11171|11184|1908|8257|1297|8854|1216|6368|1062|12889|1572|1232|7984|2376|1554|7417|7155|5176|11774|6796|2347|7424|1579|5535|5084|8195|1087|7628|2375|6024|1067|2254|13821|11713|4921|1225|9918|1032|4547|11691|55|1571|7609|8002|56|5284|7868|1975|7746|7963|1088|7308|6286|1343|7790|8272|4530|1193|1529|11097|5011|1959|1219|19|1574|7611|8344|11875|8110|8889|1349|9340|11037|4951|11802|5402|7961|8251|2737
APPLE,2015,APPLE IPHONE 6S PLUS,599|94|12317|7300|1740|42|7247|4627|4512|6359|1196|2147|5229|2297|4932|8923|1171|13951|87|2154|57|1323|1630|54|1617|8497|1585|2740|8051|1124|482|9055|1252|13935|7602|1560|1967|4500|1905|5797|9946|4747|2330|30|4564|1125|261|1342|1144|1547|8556|1270|1544|7398|5283|784|2871|5515|11171|11184|1908|8257|1297|8854|1216|6368|1062|1572|1232|9368|7984|2376|1554|7417|7155|5176|11774|6796|2347|7424|1579|5535|5084|8195|1087|2345|7628|2375|6024|1067|2254|13821|11713|4921|1225|1032|4547|11691|55|1571|8002|56|5284|7868|1975|7746|7963|1088|7308|6286|3011|1343|7790|8272|4530|1193|1529|11097|5011|2295|1959|1219|19|1574|7611|8344|11875|8110|8889|1349|4951|11802|5402|7961|8251|2737
APPLE,2016,APPLE IPHONE 7,599|73|94|12317|7300|1740|42|13758|7247|4627|7725|4512|13295|6359|11476|1196|5229|4932|8923|1171|13951|87|57|64|1323|1630|54|1617|1585|2740|2775|11521|968|13862|1124|9055|88|1252|13935|7602|1560|1967|13752|4500|12405|4737|1905|5797|11935|4747|2330|5514|11377|30|4564|12197|1125|1342|1144|1547|8556|1270|1544|1064|1059|5316|11474|12122|67|11790|11184|1908|98|1297|8854|8031|1216|6368|4686|1062|12889|1572|11004|1232|7513|12830|7028|2376|1554|7417|8754|12859|7155|11459|5176|11774|33|11109|6796|2347|14|7424|7023|1579|5084|11986|1344|13799|10|8195|1087|7628|2375|4922|4733|13764|9030|2254|12782|13821|3009|7044|4704|74|1225|9918|1032|4547|11691|55|1571|7029|13009|6396|56|8527|8765|5284|1975|7746|7963|1088|7308|636|1343|7790|8272|4530|1193|41|1529|11097|7727|5011|7452|2295|10977|1959|1219|19|1574|7611|8344|8110|6208|8889|9340|12554|4951|11802|5402|7961|2737
APPLE,2016,APPLE IPHONE 7 PLUS,599|73|94|11070|12317|7300|1740|42|13758|7247|4627|7725|4512|13295|6359|11476|1196|5229|4932|8923|1171|13951|87|57|1323|1630|54|1617|4692|1585|2740|11521|13862|1124|9055|1025|1252|13935|7602|1560|1967|13752|4500|12405|4737|1905|5797|9946|4747|2330|5514|11377|30|4564|12197|1125|1342|1144|1547|8556|1270|1544|1064|5316|11474|12122|67|11790|4716|1908|98|1297|12018|8854|8031|1216|6368|4686|1062|12889|1572|11004|1232|9368|7513|12830|2376|1554|7417|8754|12859|7155|5176|11109|6796|2347|14|7424|1579|5084|11986|1344|13799|10|8195|1087|7628|2375|4922|4733|13764|9030|2254|12782|13821|4704|11489|1225|4547|55|1571|13009|6396|56|8527|8765|5284|7746|7963|1088|7308|636|1343|7790|8272|4530|1193|1529|11097|7727|5121|5011|7452|2295|1959|1219|19|1574|7611|8344|8110|6208|8889|12554|4951|11802|5402|7961|2737
APPLE,2016,APPLE IPHONE SE,599|12317|11768|7300|4534|1740|4620|4627|4512|6359|11476|1196|5229|2297|4932|8923|1171|13951|9851|1323|1630|10352|11015|1617|1585|2740|8051|11645|1124|482|9055|1252|13935|7602|1560|1967|10369|4500|5095|4737|1905|5797|4747|2330|1125|1342|1144|1547|8556|1270|1544|10612|10741|7351|5283|784|5515|10665|1908|1297|8854|1216|6368|4686|4589|1572|3026|1232|10261|2376|1554|7417|7155|5176|11774|6796|2347|7424|1579|9107|5535|5084|8195|1087|2345|7628|2375|6024|1067|2254|13821|4921|4704|1225|1032|4547|11691|7161|1571|7609|8002|5284|1975|7746|7357|7963|1088|9174|6286|1343|7790|8272|4530|1193|1529|11097|5011|2295|1959|11122|1219|1574|7611|8344|8110|8889|1349|9340|8800|4951|11802|5402|7961|8251|2737
APPLE,2017,APPLE IPHONE 7,599|73|94|12317|7300|1740|42|13758|7247|4627|7725|4512|13295|11476|1196|5229|4932|8923|1171|13951|87|57|1323|1630|54|1617|1585|2740|2775|11521|968|13862|1124|9055|1252|13935|7602|1560|1967|13752|4500|12405|4737|1905|11935|4747|2330|11377|30|4564|12197|1125|1342|1144|1547|8556|1270|1544|1059|11474|12122|67|11790|11184|1908|98|1297|8854|8031|1216|4686|1062|12889|1572|11004|1232|7513|12830|7028|2376|1554|7417|8754|12859|7155|11459|5176|11774|11109|6796|2347|14|7424|7023|1579|5084|11986|1344|13799|10|8195|1087|7628|2375|4922|4733|13764|9030|2254|12782|13821|3009|7044|4704|1225|9918|1032|4547|11691|55|1571|7029|13009|56|8527|8765|5284|1975|7746|7963|1088|7308|636|1343|7790|8272|4530|1193|1529|11097|7727|5011|7452|2295|10977|1959|1219|19|1574|7611|8344|8110|8889|9340|12554|4951|11802|7961|2737
APPLE,2017,APPLE IPHONE 7 PLUS,599|73|94|11070|12317|7300|1740|42|13758|7247|4627|7725|4512|13295|11476|1196|5229|4932|8923|1171|13951|87|57|64|1323|1630|54|1617|4692|5971|1585|2740|11521|968|13862|1124|9055|1025|88|1252|13935|7602|1560|1967|13752|4500|12405|4737|1905|9946|4747|2330|11377|30|4564|12197|1125|1342|6004|1144|1547|8556|1270|1544|1059|11474|12122|67|11790|4716|1908|98|1297|12018|3039|8854|8031|1216|4686|1062|12889|1572|11004|1232|9368|7513|12830|7028|2376|1554|7417|8754|12859|7155|5176|33|11109|6796|2347|14|7424|7023|1579|5084|11986|1344|13799|10|8195|1087|7628|2375|4922|4733|13764|9030|2254|12782|13821|7044|4704|11489|74|1225|4547|55|1571|7029|13009|56|8527|8765|5284|1975|7746|7963|1088|7308|636|1343|7790|8272|4530|1193|41|1529|11097|7727|5121|5011|7452|2295|1959|1219|19|1574|7611|8344|8110|8889|12554|4951|11802|7961|2737
APPLE,2017,APPLE IPHONE 8,2539|599|73|94|7300|4534|1740|7294|42|7778|13758|4627|7725|2550|6359|11476|1196|2297|4932|8923|1171|8825|2456|13951|87|57|10605|4925|64|1323|1630|4515|11149|54|1617|1585|2740|11521|968|2469|2732|1124|9055|13787|88|1252|13935|7602|1560|1967|13752|5095|2440|4737|1905|5797|4747|11377|30|2588|6002|8067|4564|1125|1342|6004|1144|1547|8556|1270|1544|10741|2331|1059|11474|7351|5515|67|11790|11184|1908|98|1297|1216|4686|5226|1572|8916|1232|7513|2252|10651|10261|2376|1554|8754|7155|11459|13784|11774|33|11109|8552|2249|6796|2347|2548|14|7424|7023|10375|1579|5084|1344|13799|10|8195|7628|4641|2375|4733|1067|9539|9030|2254|7677|5210|4704|74|1225|1032|4547|11691|7161|55|1571|7029|8002|56|521|8527|8765|5284|7746|7963|1088|7317|1343|7790|8272|13851|1193|3051|41|1529|11097|8463|7727|5011|7903|8817|7452|10977|1959|1219|19|1574|8344|7428|8110|2385|8889|4634|9340|7586|8800|4951|11802|5402|7961|10273|8251|2737
APPLE,2017,APPLE IPHONE 8 PLUS,2539|599|73|94|7300|4534|1740|7294|42|7778|13758|4627|7725|2550|6359|11476|1196|7015|2297|4932|8923|1171|8825|2456|13951|87|57|10605|7064|4925|64|1323|1630|4515|11149|54|1617|1585|2740|11521|968|2469|2732|1124|9055|1025|13787|88|1252|13935|7602|1560|1967|13752|5095|2440|4737|1905|5797|2754|4747|11377|30|2588|6002|8067|4564|1125|1342|6004|1144|1547|8556|1270|1544|9549|10741|2331|1059|11474|7351|5515|67|11790|4716|11184|1908|98|1297|1216|4686|5226|1572|8916|2551|1232|9368|7513|2252|10651|10261|2376|1554|8754|7155|13784|11774|33|11109|8552|2249|6796|2347|2548|14|7424|7023|10375|1579|5084|1344|13799|10|8195|7628|4641|2375|4733|1067|9030|2254|7677|5210|4704|11489|74|1225|4547|11691|7161|55|1571|7029|8002|56|521|8527|8765|5284|7746|7963|1088|7317|1343|7790|8272|13851|1193|41|1529|11097|8463|7727|5121|5011|7903|8817|7452|10977|1959|1219|19|1574|8344|7428|8110|2385|8889|4634|7586|8800|4951|11802|5402|7961|10273|8251|2737
APPLE,2017,APPLE IPHONE X,2539|599|73|11059|94|7300|1740|7294|42|9993|7778|13758|7247|7109|4627|7725|2550|6359|11476|1196|7015|10791|2297|4932|8923|1171|8825|2456|13951|87|57|10605|7623|7064|64|1323|1630|4515|11149|54|1617|1585|2740|11521|968|2469|2732|8318|1124|1347|9055|1025|13787|88|13866|1252|13935|7602|1560|1967|13752|5095|2440|4746|4737|1905|5797|4747|7990|11377|30|8067|4564|8991|1125|1342|7781|1144|2549|1547|8556|1270|1544|10741|2331|1059|7914|11474|7351|5515|10535|67|11790|1908|98|1297|7166|8854|8031|8703|1216|4686|5226|1572|8916|11004|1232|7116|7513|2252|10651|10261|2376|1554|7417|8754|7155|13784|11774|33|11109|2249|2347|2548|9005|14|7424|7023|10375|1579|5084|4665|13799|10|8195|7628|4641|2375|966|4733|1067|8080|9030|2254|7835|270|5210|4704|74|1225|4547|11691|7161|55|1571|7029|8002|56|521|8527|11423|5284|7746|7963|1088|1343|7790|8272|1193|961|41|1529|11097|8463|7693|7727|5121|5011|8817|7491|7452|10977|1959|1219|19|1574|8344|8110|2385|8889|4634|7586|4951|11802|7961|2780|10273|8251|2737
APPLE,2018,APPLE IPHONE XR,2539|599|73|11309|974|94|7300|1740|7294|42|1268|7778|7247|7109|7314|4627|1624|7725|13295|11476|7015|227|2297|4932|1171|8825|1226|2456|87|57|7623|7064|4925|1323|11149|8729|54|1617|13538|1585|2740|11521|968|2469|2732|8318|1124|1347|9055|1025|7602|1967|13752|1257|5095|2440|13374|4737|1905|4747|8981|7990|5514|11377|30|1324|6002|8067|4564|1125|1342|6004|8556|1544|7355|2331|1059|7914|11474|7351|7180|6552|1250|67|11790|1908|98|8257|1297|5377|8703|1216|4686|1062|7450|1281|386|7158|13774|7774|1232|7116|2252|13773|6118|9978|2376|8754|7155|11459|11774|8955|11109|5352|8181|7812|8552|2249|2548|14|7424|7023|5084|1609|13322|10|8195|2345|8585|7628|2375|4733|1067|8080|7677|11713|4704|7563|1225|4547|11691|7161|55|1571|7029|8672|13571|8355|7749|6396|56|8527|11423|8765|7746|2555|7963|1017|1088|7317|2860|1343|7790|8272|4530|1193|8877|11097|8463|7693|8954|7727|5011|8817|7452|6503|10977|1219|19|8344|7428|8110|2385|8889|4634|8423|9340|4951|11802|7961|2737
APPLE,2018,APPLE IPHONE XS,2539|599|73|974|94|7300|1740|42|1268|9993|7778|13758|7247|7420|1034|7109|11916|7314|4627|1624|7725|13295|6359|11476|7015|2297|4932|1171|8825|1226|2456|87|57|13775|7623|7064|4925|1323|13759|11149|8729|54|1617|13538|1585|2740|11521|968|2469|2732|8318|1124|1347|9055|13787|7602|1967|13752|1257|5095|2440|4746|4737|1905|5797|4747|8981|7990|11377|30|1324|8067|4564|1125|11547|1342|7781|11402|13269|8556|1544|7355|11485|2331|1059|7914|11474|7351|7180|5515|1250|67|11790|1908|98|8257|1297|8703|1216|4686|7450|1281|386|7158|7774|7116|7399|2252|13781|2376|8754|7155|11774|11109|8552|2249|2347|2548|13237|9005|14|7424|7023|5084|1609|4665|13322|13799|10|8195|13258|2345|8585|7628|2375|13763|4733|1067|8080|2254|7835|9373|7677|11713|5107|4704|1225|4547|11691|55|1571|7029|8672|13571|56|8527|11423|7746|2555|7963|1017|1088|7317|1343|7790|8272|4530|1193|8877|9101|11097|8463|7693|8954|7727|5121|5011|8817|7452|10977|1219|19|8344|7428|8056|8110|2385|8889|2886|4634|8423|1061|4951|11802|5402|2737
APPLE,2018,APPLE IPHONE XS MAX,2539|599|73|974|94|7300|1740|42|1268|7778|13758|7247|7420|1034|7109|11916|7314|4627|1624|7725|13295|6359|11476|7015|2297|4932|2881|1171|8825|1226|2456|4063|87|57|13775|7623|7064|4925|64|1323|13759|11149|8729|54|1617|13538|1585|2740|11521|968|2469|2732|3662|8318|1124|1347|9055|13787|88|7602|1967|13752|1257|5095|2440|13374|4746|4737|1905|5797|4747|8981|7990|11377|30|1324|8067|4564|1125|11547|1342|7781|11402|13269|8556|1544|7355|11485|2331|1059|7914|11474|7351|7180|5515|1250|67|11790|1908|98|8257|1297|8703|1216|4686|7450|1281|386|7158|7774|7116|7399|2252|13781|38|2376|8754|7155|11774|33|11109|8552|2249|2347|2548|13237|9005|14|7424|7023|5084|1609|4665|13322|13799|10|8195|13258|2345|8585|7628|2375|13763|4733|1067|8080|2254|7835|9373|7677|11713|5107|4704|74|1225|4547|11691|55|9928|1571|7029|8672|13571|56|8527|11423|7746|2555|7963|1017|1088|7317|1343|7790|8272|4530|1193|8877|9101|41|11097|8463|7693|8954|7727|5121|5011|8817|7452|10977|1219|19|8344|7428|8056|8110|2385|8889|4634|8423|1061|4951|11802|5402|2737
APPLE,2019,APPLE IPHONE 11,2539|599|73|94|11768|13824|10641|42|3328|10419|7247|1418|1034|11135|7109|7314|4627|1624|12016|3206|2360|4443|11476|7015|2297|4932|1171|1226|1271|87|3713|57|8856|2303|6995|7623|7064|4925|64|1323|4515|13759|11149|8729|54|1617|4302|1585|2740|1429|11521|968|2469|2732|3825|674|8318|1347|88|7054|7602|1967|5742|4500|7721|4884|2440|4737|9964|1905|4747|7990|3455|5514|11377|30|1324|6002|4564|1125|1342|6004|7781|1144|13269|7062|1270|3537|1544|7355|258|12728|7914|11474|8038|7351|6552|67|11790|1908|98|8257|1297|8302|8703|13859|4686|7895|11328|7855|4793|5226|1281|9190|7158|1179|7774|1232|7116|4173|13781|38|2376|10846|8754|7155|11459|13835|11774|33|11109|5352|14|7424|7023|8127|4840|1609|6205|4519|10|8195|2345|7628|4641|2375|8904|1438|4733|8080|7677|5210|4704|2458|74|1225|10949|11691|7161|55|12177|1571|11892|12853|7029|1389|4936|6396|56|8527|1135|5284|7746|3973|3018|7578|13337|1101|12509|1343|11214|7790|1193|8877|2267|7762|41|7693|8954|10977|3498|19|7925|7428|8110|2385|9340|11802|7961|2737
APPLE,2019,APPLE IPHONE 11 PRO,2539|599|73|988|974|94|11768|13824|4534|1740|42|1079|7247|4577|1034|7880|7109|7314|4627|1624|3206|2502|6359|4443|11476|7015|4932|5140|4902|1171|1226|87|57|8856|7623|7064|4925|64|1323|4515|13759|11149|8729|54|1617|1585|2740|11521|968|2469|13395|11645|2869|6789|674|8318|1124|1347|88|7602|1967|11281|1257|4884|2440|4737|1905|5797|4747|7990|11377|30|1324|4564|1125|1342|7781|1144|11649|13269|1270|1544|11299|7355|258|5227|7914|11474|8038|7351|5515|1250|67|11790|1908|98|8257|1297|5602|1210|8703|13859|4686|7895|4793|5226|1281|7158|7774|1232|7116|7399|13781|38|2376|10846|8754|7155|13835|11774|33|2347|13237|14|7424|7023|8127|4840|7550|11729|5535|1609|6205|4519|10|4770|8195|13258|7628|4641|2375|11420|6024|4733|8080|7197|2254|7835|9373|11772|12782|7677|5210|4704|74|1225|10949|967|11691|55|12177|1571|7029|4936|8538|56|8527|1135|5284|7746|1088|7578|1343|11214|7790|1193|8877|961|7762|41|7693|8954|19|7428|8110|4634|8313|11802|5402|7961|2737
APPLE,2019,APPLE IPHONE 11 PRO MAX,2539|599|73|94|11768|13824|1740|42|5023|3328|7247|1034|7880|7109|7314|4627|1624|3206|2360|2502|6359|4443|11476|7015|4932|1226|1271|87|3713|57|8856|2303|6995|7623|7064|4925|64|4515|13759|11149|8729|54|1617|4302|1585|2740|11521|968|2469|3825|11645|674|8318|88|7054|7602|1967|4500|7721|11637|4884|2440|4737|8486|1905|5797|4747|7990|3455|11377|30|1324|4564|1125|1342|7781|8227|11649|13269|7062|3537|1544|3068|11299|7355|258|5227|7914|11474|8038|7351|5515|67|11790|1908|98|8257|1297|5602|8703|13859|4686|7895|4793|5226|1281|7158|1241|7774|1232|7116|4173|13781|38|2376|10846|8754|7155|13835|11774|33|11109|14|7424|7023|8127|4840|7550|11729|5535|5084|1609|6205|4519|10|8195|7628|4641|2375|8904|6024|1069|4733|8080|7835|9373|11772|7677|5210|4704|74|1225|10949|967|11691|7161|55|1571|11892|7029|3033|56|8527|1135|5284|7746|3973|5022|7578|13337|1101|1343|11214|7790|1193|8877|961|2267|7762|5010|41|7693|8954|5011|3498|19|7428|8110|4951|11802|5402|7961|2737
APPLE,2020,APPLE IPHONE 12,2539|599|73|2302|974|94|11768|13824|7400|4996|1740|42|1079|10608|2288|7247|1149|7420|2321|1034|13463|7109|4627|1624|4443|11476|2147|7015|9417|4932|1171|1226|1271|87|2154|57|8856|7623|7064|4925|11364|64|1323|4515|13759|11149|8729|54|1617|13538|1585|2740|2469|2732|9224|5249|2233|11896|13395|5168|8318|1124|1347|1215|88|7602|7776|4500|13252|1257|4884|2440|5207|4737|1905|4747|7990|1010|5514|3178|11377|30|1324|6002|4564|7443|1125|11242|1342|6004|7781|1144|11649|1270|1544|11299|12567|10339|8658|2674|7914|11474|7351|1250|440|67|11790|1908|98|8257|1297|8525|8302|8703|1216|4686|13487|4793|5226|1281|10995|2507|8066|7158|5212|7774|7116|5181|13274|2252|13781|103|6118|38|9185|2376|10846|8754|7155|5176|13835|11774|33|5352|2249|2347|13237|14|7424|11099|7023|4840|11729|5084|1609|6205|4519|10|8195|13258|7628|3083|4641|2375|11420|8080|2254|11772|7677|2536|5210|4704|74|1225|10949|967|11691|55|1571|11892|7029|8355|8538|6396|56|8527|7556|1135|5284|7746|1088|7578|1343|11214|7790|1193|8877|961|7762|5010|41|13660|7693|8954|2418|5011|105|3010|6503|10977|1219|19|7925|1741|7428|8110|1024|1335|8313|4951|11802|7961|2737
APPLE,2020,APPLE IPHONE 12 MINI,2539|599|73|2302|974|94|11768|13824|7400|4996|1740|42|10608|2288|7247|1149|7420|2321|1034|13463|7109|4627|1624|4443|11476|2147|7015|4932|1171|1226|1271|87|2154|57|8856|7623|7064|4925|11364|64|1323|4515|13759|11149|8729|54|1617|13538|1585|2740|2469|2732|9224|5249|2233|11896|13395|5168|8318|1124|1347|1215|88|7602|7776|4500|13252|1257|4884|2440|5207|4737|1905|4747|7990|1010|5514|3178|11377|30|1324|6002|4564|7443|1125|11242|1342|6004|7781|1144|11649|1270|1544|11299|12567|10339|8658|2674|7914|11474|7351|1250|440|67|11790|1908|98|8257|1297|8525|8302|8703|1216|4686|13487|4793|5226|1281|10995|2507|8066|7158|5212|7774|7116|5181|13274|2252|13781|103|6118|38|9185|2376|10846|8754|7155|5176|13835|11774|33|5352|2249|2347|13237|2773|14|7424|11099|7023|4840|11729|5084|1609|6205|4519|10|8195|13258|7628|3083|4641|2375|11420|8080|2254|11772|7677|2536|5210|4704|74|1225|10949|967|11691|55|1571|11892|7029|8355|8538|6396|56|8527|7556|1135|5284|7746|1088|7578|1343|11214|7790|1193|8877|961|7762|5010|41|13660|7693|8954|2418|5011|105|6503|10977|1219|19|7925|1741|7428|8110|1024|1335|8313|4951|9404|11802|7961|2737
